#Frame 	classical density(m^(-2))		classical velocity(m/s)
29	0.000	0.000
30	0.000	0.000
31	0.000	0.000
32	0.000	0.000
33	0.000	0.000
34	0.000	0.000
35	0.000	0.000
36	0.000	0.000
37	0.000	0.000
38	0.000	0.000
39	0.000	0.000
40	0.000	0.000
41	0.000	0.000
42	0.000	0.000
43	0.000	0.000
44	0.000	0.000
45	0.000	0.000
46	0.000	0.000
47	0.000	0.000
48	0.000	0.000
49	0.000	0.000
50	0.000	0.000
51	0.000	0.000
52	0.000	0.000
53	0.000	0.000
54	0.000	0.000
55	0.000	0.000
56	0.000	0.000
57	0.000	0.000
58	0.000	0.000
59	0.000	0.000
60	0.000	0.000
61	0.000	0.000
62	0.000	0.000
63	0.000	0.000
64	0.000	0.000
65	0.000	0.000
66	0.000	0.000
67	0.000	0.000
68	0.000	0.000
69	0.000	0.000
70	0.000	0.000
71	0.000	0.000
72	0.000	0.000
73	0.000	0.000
74	0.000	0.000
75	0.000	0.000
76	0.000	0.000
77	0.000	0.000
78	0.000	0.000
79	0.000	0.000
80	0.000	0.000
81	0.000	0.000
82	0.000	0.000
83	0.000	0.000
84	0.000	0.000
85	0.000	0.000
86	0.000	0.000
87	0.000	0.000
88	0.000	0.000
89	0.000	0.000
90	0.000	0.000
91	0.000	0.000
92	0.000	0.000
93	0.000	0.000
94	0.000	0.000
95	0.000	0.000
96	0.000	0.000
97	0.000	0.000
98	0.000	0.000
99	0.000	0.000
100	0.000	0.000
101	0.000	0.000
102	0.000	0.000
103	0.000	0.000
104	0.000	0.000
105	0.000	0.000
106	0.000	0.000
107	0.000	0.000
108	0.000	0.000
109	0.000	0.000
110	0.000	0.000
111	0.000	0.000
112	0.000	0.000
113	0.000	0.000
114	0.000	0.000
115	0.000	0.000
116	0.000	0.000
117	0.000	0.000
118	0.000	0.000
119	0.000	0.000
120	0.000	0.000
121	0.000	0.000
122	0.000	0.000
123	0.000	0.000
124	0.000	0.000
125	0.333	1.915
126	0.333	1.947
127	0.333	1.958
128	0.333	1.932
129	0.333	1.886
130	0.333	1.844
131	0.333	1.833
132	0.333	1.836
133	0.333	1.929
134	0.333	1.884
135	0.333	1.867
136	0.333	1.881
137	0.333	1.905
138	0.333	1.928
139	0.333	1.925
140	0.333	1.889
141	0.333	1.713
142	0.333	1.730
143	0.333	1.736
144	0.333	1.731
145	0.333	1.717
146	0.333	1.687
147	0.333	1.652
148	0.333	1.643
149	0.333	1.668
150	0.333	1.698
151	0.000	0.000
152	0.000	0.000
153	0.000	0.000
154	0.000	0.000
155	0.000	0.000
156	0.000	0.000
157	0.000	0.000
158	0.000	0.000
159	0.000	0.000
160	0.000	0.000
161	0.000	0.000
162	0.000	0.000
163	0.000	0.000
164	0.000	0.000
165	0.000	0.000
166	0.000	0.000
167	0.000	0.000
168	0.000	0.000
169	0.000	0.000
170	0.000	0.000
171	0.000	0.000
172	0.000	0.000
173	0.000	0.000
174	0.000	0.000
175	0.000	0.000
176	0.000	0.000
177	0.000	0.000
178	0.000	0.000
179	0.000	0.000
180	0.000	0.000
181	0.000	0.000
182	0.000	0.000
183	0.333	1.340
184	0.333	1.345
185	0.333	1.358
186	0.333	1.386
187	0.667	1.407
188	1.000	1.459
189	1.000	1.467
190	1.000	1.468
191	1.000	1.460
192	1.000	1.462
193	1.000	1.462
194	0.667	1.462
195	0.667	1.460
196	0.667	1.460
197	1.000	1.423
198	0.667	1.387
199	0.333	1.342
200	0.333	1.350
201	0.333	1.356
202	0.333	1.384
203	0.333	1.421
204	0.333	1.433
205	0.333	1.442
206	0.333	1.447
