-200	-390
-195	-171
-186	-499
-185	-229
-184	-330
-178	-90
-171	-379
-159	-152
-154	-308
-153	559
-151	-273
-146	-208
-137	-169
-137	-119
-135	-470
-129	-356
-126	-632
-126	-535
-121	-434
-116	-82
-110	579
-108	-235
-103	-398
-103	480
-101	-276
-100	-335
-100	-195
-93	-519
-84	395
-77	-107
-69	-145
-67	-643
-66	322
-65	-225
-64	-433
-63	-263
-58	-345
-56	-292
-54	-176
-53	-385
-45	158
-41	450
-40	-101
-37	-138
-28	-527
-25	-228
-24	-62
-22	-274
-19	270
-16	-366
-14	-307
-14	-173
-14	504
-12	-413
-6	-93
0	-21
3	-551
8	-166
8	71
9	-436
12	-208
13	-402
14	-248
16	-356
16	-120
17	-492
23	161
24	-642
24	-300
28	-149
30	353
35	-525
37	-91
37	264
37	506
40	-428
40	-43
42	-188
47	-8
50	102
52	-230
54	-347
54	-256
59	-379
59	-113
62	-451
64	-558
68	-488
69	18
71	-322
71	322
72	-199
72	-79
72	157
73	-152
85	-406
88	391
90	-245
90	530
93	-42
97	-275
100	-178
103	75
104	-359
105	-647
109	-93
112	-210
115	-448
115	236
117	-494
117	-123
118	-391
126	-251
127	-28
127	345
128	-539
129	-188
133	-294
134	47
137	-123
140	-339
142	116
148	505
149	-379
150	10
158	-165
159	-203
159	278
167	-290
170	-258
170	-127
173	-71
179	-433
180	-320
180	481
181	100
185	-28
186	-168
196	49
197	-200
198	-355
199	-397
199	-253
213	-96
214	321
215	-305
218	-132
222	132
224	-512
224	245
230	-456
230	-338
236	-87
237	-190
238	-369
245	495
246	-296
247	-238
256	-441
257	-77
260	-123
261	217
262	-216
274	-327
275	-168
277	-262
281	-401
282	-358
288	-540
296	-463
298	-195
303	-143
306	549
307	-259
309	-299
319	-92
322	-221
323	-335
328	-365
328	-166
336	-424
346	-318
358	-126
361	-295
370	-254
