-185	216
-147	-524
-141	261
-124	114
-122	167
-109	207
-81	-476
-81	-375
-75	88
-68	190
-65	131
-62	236
-47	463
-44	368
-42	-212
-42	76
-36	21
-34	-285
-32	-102
-12	-362
-11	162
-10	-46
-6	290
-5	510
0	-544
1	112
3	238
4	-487
5	-400
5	372
7	-172
11	-259
14	48
30	-97
36	-11
42	105
46	-319
46	260
52	41
58	154
58	217
58	326
60	-470
60	-142
62	388
71	-235
75	-47
75	102
78	-533
83	197
86	15
86	439
88	240
98	-291
108	-170
114	384
119	123
124	-401
126	-103
128	32
135	-487
138	-32
138	284
140	219
151	157
153	-566
157	-345
158	-259
159	90
160	-99
166	-186
171	415
176	-439
177	183
177	252
186	16
186	125
192	-75
192	353
209	-311
210	48
219	-571
221	-260
223	117
227	-392
230	-118
254	-279
262	-493
268	-196
284	-383
291	138
328	-596
