-186	213
-164	-559
-146	260
-120	107
-114	166
-96	-406
-96	214
-89	-514
-71	76
-61	231
-59	184
-57	127
-53	353
-51	-240
-43	457
-39	-308
-35	-126
-33	1
-29	-393
-28	62
-17	-69
-11	503
-8	-577
-8	281
-5	-513
-2	153
-2	371
2	-431
6	103
8	30
9	-196
12	230
17	-288
22	-124
41	88
43	-352
44	-28
50	251
51	204
56	-502
57	143
58	-170
64	-567
64	26
66	321
67	378
75	-267
79	84
81	427
83	-73
86	-10
86	185
97	231
102	-326
108	372
111	-197
117	-428
122	11
122	104
125	-138
130	-520
134	-591
137	274
139	205
140	-57
149	143
151	-288
158	-374
161	-217
168	74
169	-125
173	410
176	-476
176	171
180	1
180	241
184	111
191	-102
193	344
210	32
212	-342
226	-291
227	-422
228	103
231	-154
252	-311
265	-530
275	-230
282	131
283	-420
