-187	209
-135	257
-134	-474
-111	113
-100	160
-93	200
-57	72
-57	332
-56	114
-55	-370
-55	-299
-54	-180
-53	-471
-50	160
-47	438
-40	221
-33	-42
-31	-573
-27	-496
-22	25
-8	260
-7	484
-5	-129
0	-256
0	77
2	127
3	357
5	203
9	-348
17	-6
26	-183
33	-422
36	48
37	-570
42	-79
58	231
65	-22
65	171
66	-234
69	-339
70	110
70	295
70	357
73	44
76	396
78	-148
96	209
98	-390
102	-264
103	-60
104	149
110	-495
115	55
118	-585
118	346
132	-208
134	-40
137	180
145	108
148	-354
149	-120
151	245
152	-442
155	25
165	-287
168	139
169	-551
174	-187
186	-58
186	392
187	83
191	223
198	317
208	-165
213	63
219	-406
222	-11
227	-499
227	-352
244	-237
250	129
268	-382
273	-615
287	-291
288	-496
